County,month,DOS ID
albany,2,-0.101123595505618
albany,3,-0.11406249999999996
albany,4,-0.13315696649029984
albany,5,0.37639877924720233
albany,6,0.27716186252771613
albany,7,0.16608796296296302
albany,8,0.0511166253101738
albany,9,-0.05571293673276678
albany,10,-0.01849999999999996
albany,11,-0.09577177789098323
albany,12,0.14647887323943665
allegany,1,-0.9916461916461916
allegany,2,-0.17647058823529416
allegany,3,-0.3571428571428571
allegany,4,0.5555555555555556
allegany,5,0.0
allegany,6,-0.2857142857142857
allegany,7,-0.30000000000000004
allegany,8,0.5714285714285714
allegany,9,0.09090909090909083
allegany,10,0.33333333333333326
allegany,11,-0.3125
allegany,12,0.8181818181818181
bronx,1,39.1
bronx,2,-0.08852867830423938
bronx,3,-0.15321477428180574
bronx,4,-0.3150242326332795
bronx,5,0.4811320754716981
bronx,6,0.5859872611464969
bronx,7,0.3413654618473896
bronx,8,-0.05763473053892221
bronx,9,0.007148530579825341
bronx,10,-0.14274447949526814
bronx,11,-0.22079116835326584
bronx,12,0.05548996458087374
broome,1,-0.9228187919463087
broome,2,-0.02898550724637683
broome,3,-0.28358208955223885
broome,4,0.02083333333333326
broome,5,-0.04081632653061229
broome,6,0.46808510638297873
broome,7,0.2318840579710144
broome,8,-0.02352941176470591
broome,9,-0.15662650602409633
broome,10,0.24285714285714288
broome,11,-0.25287356321839083
broome,12,0.19999999999999996
cattaraugus,1,-0.7564102564102564
cattaraugus,2,0.0
cattaraugus,3,0.0
cattaraugus,4,-0.21052631578947367
cattaraugus,5,-0.1333333333333333
cattaraugus,6,0.6923076923076923
cattaraugus,7,0.045454545454545414
cattaraugus,8,-0.04347826086956519
cattaraugus,9,0.4545454545454546
cattaraugus,10,-0.46875
cattaraugus,11,-0.11764705882352944
cattaraugus,12,0.6000000000000001
cayuga,1,0.33333333333333326
cayuga,2,-0.46875
cayuga,3,-0.11764705882352944
cayuga,4,0.2666666666666666
cayuga,5,-0.052631578947368474
cayuga,6,0.16666666666666674
cayuga,7,0.5238095238095237
cayuga,8,-0.21875
cayuga,9,0.0
cayuga,10,-0.28
cayuga,11,0.11111111111111116
cayuga,12,0.5
chautauqua,1,0.06666666666666665
chautauqua,2,0.21875
chautauqua,3,-0.1282051282051282
chautauqua,4,-0.17647058823529416
chautauqua,5,0.1071428571428572
chautauqua,6,0.25806451612903225
chautauqua,7,0.1282051282051282
chautauqua,8,-0.36363636363636365
chautauqua,9,0.1785714285714286
chautauqua,10,0.030303030303030276
chautauqua,11,0.0
chautauqua,12,0.17647058823529416
chemung,1,0.1499999999999999
chemung,2,-0.4347826086956522
chemung,3,-0.5
chemung,4,0.07692307692307687
chemung,5,0.5
chemung,6,-0.1428571428571429
chemung,7,0.8333333333333333
chemung,8,-0.21212121212121215
chemung,9,-0.3076923076923077
chemung,10,0.4444444444444444
chemung,11,-0.11538461538461542
chemung,12,0.08695652173913038
chenango,1,-0.6
chenango,2,0.0
chenango,3,0.3999999999999999
chenango,4,-0.4285714285714286
chenango,5,-0.5
chenango,6,2.0
chenango,7,0.33333333333333326
chenango,8,0.25
chenango,9,0.050000000000000044
chenango,10,-0.2857142857142857
chenango,11,-0.5333333333333333
chenango,12,1.0
clinton,1,0.7857142857142858
clinton,2,0.040000000000000036
clinton,3,-0.3846153846153846
clinton,4,0.125
clinton,5,-0.11111111111111116
clinton,6,0.375
clinton,7,-0.18181818181818177
clinton,8,0.5555555555555556
clinton,9,-0.2142857142857143
clinton,10,0.13636363636363646
clinton,11,0.08000000000000007
clinton,12,0.0
columbia,1,1.1111111111111112
columbia,2,0.0
columbia,3,-0.4385964912280702
columbia,4,0.09375
columbia,5,-0.1428571428571429
columbia,6,0.3999999999999999
columbia,7,0.19047619047619047
columbia,8,0.06000000000000005
columbia,9,0.24528301886792447
columbia,10,-0.19696969696969702
columbia,11,0.0
columbia,12,0.320754716981132
cortland,1,-0.7857142857142857
cortland,2,-0.19999999999999996
cortland,3,0.41666666666666674
cortland,4,-0.4117647058823529
